,1/2021,2/2021,3/2021,4/2021,5/2021,6/2021,7/2021,8/2021,9/2021,10/2021,11/2021,12/2021,1TD,1Q21,2Q21,3Q21,4Q/21,1QTD,2016,2017,2018,2019,2020,2021,2022TD
kadena,0.20404244850627618,1.2346059027302894,0.7172073192397896,0.5008146316107389,-0.4631799975314006,-0.27892834448557635,-0.17832808426476843,1.3932182842618475,0.7503637919371986,3.4091855579614787,1.7366225421597195,-0.2522172586562601,12.639194963194232,3.6202499474615895,-0.41905613592264257,2.4419858168123354,8.022953386642772,12.639194963194232,,,,,,82.35994703449894,12.639194963194232
rune,,,,,,-0.05061607261793111,4.204061573881206,0.7181967872970154,-0.365069949970235,1.1197567597432743,-0.10041628477658093,,,,,4.6772917271978125,,,,,,,,,
thorchain,2.175914115927953,0.173895067181135,0.6091578270806077,0.951253777701244,-0.22664242893353126,-0.3997562843658492,-0.04429921245204094,0.5132529661240801,-0.3151845151017548,1.1518434309803265,-0.24191092441752948,-0.35758728609066426,6.84741641950406,4.999245981726476,-0.09422209975926188,-0.009608168619827273,0.04796079198380543,6.84741641950406,,,,,18.5461024418062,4.6398879229219885,6.84741641950406
thorchain-erc20,,0.18787677415487747,0.6952894463276027,0.8115454650421798,-0.17924634059028965,-0.4074022629513854,-0.051263971493569094,0.5008506911673152,-0.3167706961424319,1.1301056007683226,-0.23358165813164855,-0.377321350071786,6.705472644555739,,-0.11890638387275365,-0.02714219391298467,0.01655527688253855,6.705472644555739,,,,,,,6.705472644555739
basic-attention-token,0.547819787371433,0.6544585793664883,1.2552404091006433,0.017980371513719673,-0.4098904934971711,-0.16437363884686007,0.04307572754836175,0.29380431813025387,-0.25035733736613486,1.090330271463142,0.30128292968267734,-0.25865251758085006,1.1977175965168572,4.775228043845701,-0.498022620350019,0.011669670732174398,1.0165475156288366,1.1977175965168572,,,-0.6914569934098362,0.3834302389912252,0.0746330102103614,4.914260844360319,1.1977175965168572
chiliz,-0.08571342407327853,1.5654769808611015,8.836028054867962,0.06402957853409696,-0.5160718528096035,-0.06769824845239247,0.04547118755510349,0.39618482168331237,-0.32576787171051,1.1440580524383641,-0.13000606170222506,,,22.071202138503207,-0.5199449040990366,-0.015842912659421948,,,,,,,2.415727329474234,,
convex-finance,,,,,,-0.21713260392979772,-0.21035071958687201,0.6709704611680021,0.3861266480752239,2.3466472747154454,-0.06207781321051675,0.5727375195397688,42.544246756329485,,,0.8289672521236309,3.9366575122507674,42.544246756329485,,,,,,,42.544246756329485
yearn-finance,0.4142320239306656,0.0251118095763474,0.11808217921240605,0.3191889682956117,-0.1046914012080633,-0.19896409342856125,-0.06709938249524516,0.15771565925582087,-0.2098450885445876,0.17868641812468122,-0.10659548068544222,0.0016636118243928966,30241.905012284868,0.6209351101997416,-0.053911528798590624,-0.14660610421725828,0.05479562887932432,30241.905012284868,,,,,,0.3804326833252887,30241.905012284868
compound-coin,25.459933650245357,1.671088451162536,-0.9838728541447443,-0.20645956080294148,-0.4569677036037382,0.1912562658089747,-0.5771798523036544,0.044711899718125725,-0.38496474997441477,-0.33022670871467774,0.03620215938744398,-0.18607324454640295,9.223859090649601e-08,0.13981543619862125,-0.4866661288340901,-0.7283234067345448,-0.43511812120484006,9.223859090649601e-08,,,,-0.9726741837536966,7.477330049279454,-0.9102066197075364,9.223859090649601e-08
compound-governance-token,1.136790644120346,0.19360579176122417,-0.00032593453399087924,0.6010174377544668,-0.37150796770733885,-0.23278691442078447,0.30289249872016355,0.03925837536273913,-0.28604653455206197,0.06319976623486845,-0.0923756092105803,-0.3105279160393356,199.67559412577162,1.5496543972388763,-0.22800970625317296,-0.03327706350977755,-0.334669063928013,199.67559412577162,,,,,,0.2659976411586229,199.67559412577162
1inch,3.193017768149738,-0.08156723328064697,0.06961325843159871,0.2143332823798927,-0.4726929138327528,-0.11878335936660311,-0.08978861444034802,0.3060597131002558,-0.17077499676965358,0.8755080273510398,-0.19956487470112394,-0.34328089418180385,2.4676053419437203,3.1190859097058317,-0.4357335933114608,-0.01422525923589657,-0.014118500279892032,2.4676053419437203,,,,,,1.258850290630857,2.4676053419437203
theta-fuel,-0.0011422918198541465,2.3660967176975123,3.270255606370056,-0.14681171767799173,-0.1312606487664537,0.45082553793118585,-0.2449599443933863,-0.021993247819287798,-0.21609481739263747,0.5175774443886518,-0.2106186778250334,-0.3498980804372305,0.19880765758743119,13.357673971045475,0.07534932781091208,-0.42113754673302517,-0.2212121675256542,0.19880765758743119,,,,,10.694629945628963,5.960303765584822,0.19880765758743119
omisego,0.4088262916540961,0.3053554611836913,0.4627907417210462,0.09555435829892156,-0.161185553137692,-0.30486746097532824,0.003978465727538794,0.4653010545262042,0.6588671634995082,0.3058838703953244,-0.34580450886079683,-0.31273252254217276,6.063924107929438,1.690100104068474,-0.36119625900401553,1.4404104189974802,-0.41286509855912257,6.063924107929438,,,-0.930054338094714,-0.5573246508729888,2.987792747648635,1.4622755904486295,6.063924107929438
ethereum-name-service,,,,,,,,,,,,0.013900229358147609,72.35857520582923,,,,,72.35857520582923,,,,,,,72.35857520582923
immutable-x,,,,,,,,,,,,0.028344370824341825,8.02097400275859,,,,,8.02097400275859,,,,,,,8.02097400275859
impermax,,,,,-0.5783974286586384,-0.40124822227458135,0.15310426431973823,-0.056849091814111685,-0.18942915466894172,6.612756152558633,-0.5413997626555811,-0.5302677928982862,0.18347346584912907,,,-0.1184625957564206,0.6399346141313591,0.18347346584912907,,,,,,,0.18347346584912907
audius,0.42891772051241106,0.9033279346147121,7.465116108195547,-0.35958101030509193,-0.5460227669038331,-0.204050614754808,0.41564892889677574,1.2443876667960532,-0.2240408834381714,0.17587130632807102,0.04091237491725552,-0.3106745057023005,1.6591558345720403,22.02256793046143,-0.7685891453058875,1.4654277397894377,-0.1562800749047587,1.6591558345720403,,,,,,10.082253317374956,1.6591558345720403
bancor,0.4495966337198891,1.6157724774001343,0.47031613835729047,-0.09198076666877864,-0.35724680259302366,-0.23608166196946978,0.05699356051494231,0.20674564083956537,-0.20853657305629547,0.2798686460399442,-0.042782643383408314,-0.19733022606139028,3.270306976154239,4.575166755548299,-0.5541526096948145,0.009529307327869052,-0.01663924088016422,3.270306976154239,,,-0.8855728132772108,-0.5768288972273954,3.9181919794622875,1.467606445223399,3.270306976154239
illuvium,,,,0.33254752074634153,-0.0885072680080431,0.043498450997998095,2.708001201111248,1.245346735697043,-0.042074333233303784,1.1882850038385429,0.693556131631033,-0.4240493900581961,1007.0644299699165,,0.2674409198033756,6.975448080577353,1.1344634491999859,1007.0644299699165,,,,,,,1007.0644299699165
perpetual-protocol,4.772531684537593,-0.1867851023681376,0.6258727341074515,-0.12918864441359612,0.06300567402075674,-0.24023781482742745,1.494313427270621,0.48527445033993444,-0.30330067938086636,0.12181126926400276,-0.23736057110447262,-0.3013287452376876,9.048317755792478,6.632348623109927,-0.2967053067015448,1.5810898443205548,-0.4022605373823426,9.048317755792478,,,,,,7.281530215130605,9.048317755792478
sushi,2.9409743041147736,0.6028468418111972,-0.06378926705234311,-0.08486780385980963,-0.23244367952934164,-0.26739039389343144,0.059860909568658416,0.36513228796682284,-0.17118534500927884,0.15647031174119586,-0.3201766845016816,0.3702670570476154,10.24682422107986,4.913835564414206,-0.4854036563327585,0.1991707723373739,0.0772977688406502,10.24682422107986,,,,,,2.9314498127741047,10.24682422107986
0x,0.8027710395043801,1.076111683165451,0.373658404078939,-0.10035911504724893,-0.4382935460486078,-0.22722477306426458,0.07468385119142518,0.34328577639051394,-0.20267527660448814,0.3809066492292419,0.045469831902306135,-0.3391650929574265,0.795614835610811,4.141265510109639,-0.6094903329045265,0.15102397568274073,-0.04595512782781608,0.795614835610811,,,-0.6741486582928571,-0.4043042268192759,0.9106813303829364,1.2047278782134012,0.795614835610811
anchor-protocol,,,,0.11035119745227595,-0.48440407276038866,-0.12146190243958621,-0.2636944983372541,0.7947787746360848,-0.1306943162466736,0.08955826193267202,0.19647401248959895,-0.02392330404229792,3.5289022759784356,,-0.49704347967653273,0.14879223011888132,0.27244105301298505,3.5289022759784356,,,,,,,3.5289022759784356
havven,1.408775659989025,0.0768045167908269,-0.07838871584662221,0.008373847799993284,-0.33591145461932415,-0.3864084471187412,0.3306503563480556,0.15966587772928853,-0.16540105921061954,0.06204413089706873,-0.20048803142018856,-0.2994559587622788,5.526243435433416,1.3904573871971175,-0.5891087100414965,0.28787781582302774,-0.40515614967121116,5.526243435433416,,,,28.936462885096912,4.999630082607498,-0.24753625458524176,5.526243435433416
raydium,,,0.4124659170137348,0.413995950347112,-0.6498650845551561,-0.23469705477769198,-0.05340757911802463,2.4455083239343356,-0.20136096066931664,0.1846843445769495,-0.016205517052166885,-0.3880609143693585,6.534597610912821,,-0.621106660372725,1.6047548899931368,-0.28679361043551155,6.534597610912821,,,,,,,6.534597610912821
dydx,,,,,,,,,,-0.41717677126708397,-0.1951412602848952,-0.333313747823225,8.381058503858261,,,,-0.6872638997227206,8.381058503858261,,,,,,,8.381058503858261
serum,0.979430938214884,1.6090160501293567,0.007980161877074288,0.7056153607119084,-0.5338805582924533,-0.24268890010898048,0.19611697460158295,1.1139735645709465,-0.15046242878185268,0.03994148217177562,-0.23324915759822695,-0.3734207246145207,3.490463868042325,4.205579573279522,-0.39792216608034814,1.1481064360105062,-0.5003807190085292,3.490463868042325,,,,,,2.3636958116112585,3.490463868042325
moonriver,,,,,,,,,0.8638579679572891,0.24305372465751418,-0.13725496650362046,-0.41563783189401826,187.3689129264328,,,,-0.37330755545260763,187.3689129264328,,,,,,,187.3689129264328
yield-guild-games,,,,,,,,2.349306006252543,-0.34909769872429863,0.37933649826108984,-0.024041198128089025,-0.28308023941032356,5.368791859561648,,,,-0.03490011384551084,5.368791859561648,,,,,,,5.368791859561648
chromaway,0.5711657653046083,0.7157565846888532,6.946554270790617,-0.1607386853178937,-0.5015007132776412,-0.2201481087218614,1.2350065394713634,0.3358173431241116,-0.39154274775625,0.7854057661741509,1.1307866360797543,-0.24315175136525236,0.7640852022490213,20.421828376106568,-0.6737324543594647,0.8165859366686616,1.879291980569874,0.7640852022490213,,,,,0.35508076873068317,35.55712779233974,0.7640852022490213
alpha-finance,10.87401098105214,-0.42798207513560227,0.47961995787365086,-0.12344840112410893,-0.5323020662988056,-0.37191315259672475,0.3450413714654559,0.7230687950700121,-0.24134444240938147,0.21535822978178443,-0.054367905898724755,-0.2848482148536764,0.6828296730568628,9.049796437339387,-0.7425086545692474,0.7582592214550734,-0.17808910634481234,0.6828296730568628,,,,,,2.7396205874597,0.6828296730568628
polyalpha-finance,,,,,,,,,,-0.8224362417575408,-0.5522200109137074,-0.7915342823165014,0.6914648056356401,,,,-0.9834249954934927,0.6914648056356401,,,,,,,0.6914648056356401
band-protocol,0.74912730069453,0.3331552136108442,0.12282284768307106,0.17053029832831101,-0.5532145773667968,-0.18603358313286478,0.04750683267266376,0.38971671483143444,-0.20588605752501066,0.24250915539508244,-0.08732017568239547,-0.3504021649337594,5.124446866129115,1.6182636422739725,-0.5743152016967858,0.15602164724933298,-0.2633475857998231,5.124446866129115,,,,,22.34585936064047,-0.05086038678166849,5.124446866129115
augur,0.1050282218309635,0.46141813678695365,0.5235816629920564,-0.1257269466085349,-0.36212638855692025,-0.34479819483815255,0.741313404181128,0.04209155141219445,-0.31836318591809876,0.28209006746274556,-0.07302928624541793,-0.2139986509024312,17.46789133866963,1.4604446505088267,-0.6346098681431049,0.23690360696943324,-0.06586887993376689,17.46789133866963,0.7339449541284395,17.656190476190474,-0.8854670804053197,0.12011590078073997,0.858738567283142,0.03875735155242799,17.46789133866963
smooth-love-potion,0.2884841621926739,0.8277592528761213,0.6688097885990747,0.26076331613271053,0.6369184476474972,-0.03244405871621692,0.8161728294572463,-0.48048900688643104,-0.49504364996085404,0.31526678578786105,-0.2925109475214539,-0.5313841238551529,0.027642906660476856,2.9301118847969807,0.9968097613206055,-0.523562700787372,-0.5639356577992268,0.027642906660476856,,,,,,0.6304141449745235,0.027642906660476856
constitutiondao,,,,,,,,,,,,-0.03632996632899155,0.07723255695808251,,,,,0.07723255695808251,,,,,,,0.07723255695808251
